name,ingredients,diet,prep_time,cook_time,total_time,difficulty,flavor_profile,course,state,region,img_url,instructions
Qubani ka meetha,"Apricots, sugar syrup",vegetarian,10,20,30,Medium,sweet,dessert,Telangana,South,https://www.crazymasalafood.com/wp-content/images/qubani-ka-meetha.png,"Rinse the apricots and soak them in water for at least 8 hours or overnight, then drain and chop them into small pieces.
In a large pan, combine the chopped apricots and enough water to cover them, and bring to a boil over high heat.
Reduce the heat to medium-low and simmer the apricots for 20-25 minutes, or until they are soft and mushy.
Mash the cooked apricots with a spoon or potato masher to create a smooth pulp.
Add the sugar syrup to the apricot pulp and mix well to combine.
Cook the mixture over medium heat, stirring frequently, until the mixture thickens and the syrup is fully absorbed, about 10-15 minutes.
Remove the pan from the heat and let the Qubani ka meetha cool to room temperature.
Refrigerate the Qubani ka meetha for at least 2 hours before serving."
Rabri,"Condensed milk, sugar, spices, nuts",vegetarian,10,45,55,Hard,sweet,dessert,Uttar Pradesh,North,https://www.crazymasalafood.com/wp-content/images/rabdi.jpg,"Combine 1 can of condensed milk, 1/2 cup of sugar, and 1/4 teaspoon of cardamom powder in a heavy-bottomed saucepan and place it over medium heat.
Stir the mixture constantly until the sugar dissolves and the mixture comes to a boil.
Reduce the heat to low and simmer the mixture for 10-12 minutes, stirring occasionally, until it thickens slightly and turns a light golden brown.
Remove the saucepan from the heat and stir in 1/4 teaspoon of saffron threads, soaked in 1 tablespoon of hot water, and 1/4 teaspoon of rose water.
Let the mixture cool to room temperature, then cover and refrigerate it for at least 2 hours or overnight.
Just before serving, stir in 1/4 cup of chopped nuts, such as almonds or pistachios.
Pour the rabri into individual serving cups or a large serving dish and garnish with additional chopped nuts, if desired.
Serve the rabri chilled, garnished with a sprinkle of cardamom powder and a few strands of saffron, if desired."
Rajma chaval,"Red kidney beans, garam masala powder, ginger, tomato, mustard oil",vegetarian,15,90,105,Hard,spicy,main course,-1,North,https://www.vegrecipesofindia.com/wp-content/uploads/2021/05/rajma-recipe-1-500x500.jpg,"Rinse the red kidney beans and soak them in water for at least 8 hours or overnight, then drain and set aside.
Heat 2 tablespoons of mustard oil in a large pan over medium heat and sauté 1-inch piece of grated ginger until fragrant.
Add 1 large chopped tomato to the pan and cook until it's soft and mushy, stirring occasionally.
Add the soaked and drained red kidney beans to the pan and stir to combine with the tomato and ginger mixture.
Add 1 teaspoon of garam masala powder to the pan and stir well to combine with the beans and tomato mixture.
Add 2 cups of water to the pan and bring to a boil, then reduce the heat to low and simmer for 20-25 minutes or until the beans are tender.
Serve the rajma hot over a bed of steaming hot rice, garnished with chopped fresh cilantro if desired."
Ras malai,"Chhena, reduced milk, pistachio",vegetarian,180,60,240,Hard,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/rasmalai.jpg,"Boil 1 liter of water in a large pot and add the chhena to it, then reduce the heat to medium and cook for 10-12 minutes or until the chhena is fully cooked and soft.
Drain the cooked chhena and let it cool to room temperature, then mash it gently with your hands or a spatula to remove any lumps.
In a large mixing bowl, combine the mashed chhena, 1/2 cup of reduced milk, and a pinch of salt, then mix well until smooth and creamy.
Divide the mixture into small portions, about the size of a small egg, and shape each portion into a smooth ball.
Flatten each ball slightly into a disk shape, making sure the edges are smooth and even.
In a large pan, combine 2 cups of reduced milk, 1/4 cup of sugar, and a few strands of saffron, then bring to a boil over high heat, stirring constantly.
Reduce the heat to low and simmer the milk mixture for 5-7 minutes or until it thickens slightly and coats the back of a spoon.
Add the shaped chhena disks to the simmering milk mixture and cook for 5-7 minutes or until they are fully coated and floating on the surface.
Remove the pan from the heat and let it cool to room temperature, then refrigerate for at least 2 hours or overnight.
Just before serving, garnish each ras malai with a sprinkle of chopped pistachio and a few strands of saffron, if desired."
Rasabali,"Chenna, sweetened milk",vegetarian,15,30,45,Hard,sweet,dessert,Odisha,East,https://crazymasalafood.com/wp-content/images/rasabali.jpg.webp,"Bring the sweetened milk to a boil in a deep pan over high heat, stirring occasionally.
Reduce the heat to medium and simmer the milk for 10-15 minutes, or until it thickens slightly and reduces to about half its original quantity.
Remove the pan from the heat and let it cool slightly, until the milk is still warm but not hot.
Add the chenna to the warm milk and mix well until the chenna is fully incorporated and the mixture is smooth.
Pour the mixture into small, shallow molds or cups, filling them about 3/4 of the way full.
Refrigerate the molds for at least 2 hours, or until the rasabali is chilled and set.
Serve the rasabali chilled, garnished with a sprinkle of cardamom powder or a few chopped nuts, if desired."
Rasam,"Tomato, curry leaves, garlic, mustard seeds, hot water",vegetarian,10,35,45,Hard,spicy,main course,Kerala,South,https://rakskitchen.net/wp-content/uploads/2012/09/mysore-rasam-768x960.jpg,"Crush 2-3 garlic cloves using a mortar and pestle or a garlic press to release their oils and flavor.
Heat 2 cups of hot water in a large saucepan over medium heat.
Add 1 teaspoon of mustard seeds to the hot water and let them sizzle for a few seconds until they start to pop.
Add 2-3 fresh curry leaves to the saucepan and let them simmer in the water for about 30 seconds.
Add 1 medium-sized diced tomato to the saucepan and let it cook for about 5 minutes or until it starts to break down and release its juices.
Mash the cooked tomato using a spoon or a potato masher to release its pulp and flavor into the water.
Continue to simmer the rasam for another 5-7 minutes or until the flavors have melded together and the liquid has slightly thickened."
Rasgulla,"Chhena, sugar, cardamom",vegetarian,10,90,100,Hard,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/rasgulla.jpg,"Boil 1 liter of water in a large pot and add 1 cup of sugar to it, stirring until the sugar is completely dissolved.
Bring the sugar syrup to a boil, then reduce the heat to medium-low and let it simmer for 5 minutes.
In a separate pan, knead the chhena until it becomes smooth and pliable, adding a few drops of water if necessary.
Divide the kneaded chhena into small balls, about the size of a small lemon, and flatten them slightly into oval shapes.
When the sugar syrup has simmered for 5 minutes, gently add the chhena balls to the syrup, being careful not to overcrowd the pot.
Cook the rasgullas in the sugar syrup for 10-12 minutes, or until they float to the surface, stirring occasionally to prevent sticking.
Remove the rasgullas from the syrup with a slotted spoon and transfer them to a plate or tray.
Sprinkle a few drops of cardamom essence over the rasgullas and let them cool to room temperature.
Serve the rasgullas chilled, garnished with a sprinkle of cardamom powder if desired."
Red Rice,"Red pepper, red onion, butter, watercress, olive oil",vegetarian,5,30,35,Medium,bitter,main course,Kerala,South,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Rice%2C_red-rice%2C_AIVANAM-like.JPG/330px-Rice%2C_red-rice%2C_AIVANAM-like.JPG,"Heat 2 tablespoons of olive oil in a large saucepan over medium heat.
Add 1 diced red pepper and cook for 5 minutes, or until tender.
Add 1 diced red onion and cook for an additional 5 minutes, or until softened.
Add 2 tablespoons of butter to the saucepan and stir until melted.
Add 2 cups of uncooked red rice to the saucepan and stir to combine with the pepper and onion mixture.
Add 4 cups of water to the saucepan and bring to a boil.
Reduce heat to low, cover, and simmer for 20-25 minutes, or until the water is absorbed and the rice is tender.
Fluff the cooked rice with a fork and stir in 1/4 cup of chopped fresh watercress.
Season with salt to taste, then serve hot."
Rongi,"Garam masala powder, tomato, kasuri methi, cinnamon, mustard oil",vegetarian,10,30,40,Medium,spicy,main course,Punjab,North,https://www.vegrecipesofindia.com/wp-content/uploads/2010/05/punjabi-lobia-masala-recipe.jpg,"Heat 2 tablespoons of mustard oil in a pan over medium heat.
Add 1 cinnamon stick to the pan and let it sizzle for a few seconds.
Add 1 medium-sized chopped tomato to the pan and sauté until it's soft and mushy.
Add 1 teaspoon of garam masala powder to the pan and mix well with the tomato.
Add 1 teaspoon of kasuri methi to the pan and mix well with the tomato and garam masala powder.
Continue to sauté the mixture for another 2-3 minutes, stirring frequently, until the flavors are well combined.
Remove the pan from the heat and let the Rongi cool down to room temperature.
Serve the Rongi hot or cold, garnished with chopped fresh cilantro if desired."
Saath,"Urad dal, potatoes, wheat flour, sooji",vegetarian,20,40,60,Hard,spicy,main course,Gujarat,West,https://www.plattershare.com/storage/2021/09/5b59ddb325a34-1.jpg,"Wash and soak 1 cup of urad dal in water for at least 4 hours or overnight.
Drain the water and grind the urad dal into a smooth paste using a grinder or blender.
Boil 2-3 medium-sized potatoes until they are tender, then peel and mash them.
In a large mixing bowl, combine the urad dal paste, mashed potatoes, and 1/2 cup of wheat flour, mixing well until a dough forms.
Add 1/4 cup of sooji to the dough and mix until it is evenly distributed.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Divide the dough into 6-8 equal portions and shape each portion into a round ball.
Flatten each ball into a thin circle, about 3-4 inches in diameter.
Heat a non-stick pan or griddle over medium heat and cook the saath for 1-2 minutes on each side, until they are golden brown and crispy.
Serve the saath hot with your favorite chutney or sabzi."
Sabudana Khichadi,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",vegetarian,70,30,100,Hard,spicy,snack,Maharashtra,West,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Mahrashtrian_Style_Kholapuri_Khichadi_Recipe_.jpg,"Rinse the sabudana thoroughly and soak it in water for at least 4-5 hours or overnight, then drain the water and set it aside.
Heat 1 tablespoon of avocado oil in a pan over medium heat and add 1-2 curry leaves, letting them sizzle for a few seconds.
Add 1-2 green chilies, chopped, to the pan and sauté for about 10 seconds until fragrant.
Add 1/2 cup of raw peanuts to the pan and roast them until they are lightly browned, stirring frequently.
Add the soaked and drained sabudana to the pan and stir well to combine with the peanuts and spices.
Cook the sabudana mixture for about 5-7 minutes, stirring frequently, until the sabudana is cooked through and the mixture is dry.
Squeeze the juice of 1 lemon over the sabudana mixture and stir well to combine.
Season with salt to taste, then turn off the heat and let the khichadi cool slightly before serving."
Sambar,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind",vegetarian,20,45,65,Hard,spicy,main course,Tamil Nadu,South,https://rakskitchen.net/wp-content/uploads/2017/03/32908705414_e05ed774de_z.jpg,"Pressure cook 1 cup of pigeon peas with 2 cups of water until 3-4 whistles, then set aside.
Heat 2 tablespoons of oil in a pan over medium heat and sauté 1 medium-sized eggplant, cut into 1-inch pieces, until they turn light brown.
Add 2 medium-sized drumsticks, cut into 1-inch pieces, to the pan and sauté for another 5 minutes, or until they start to soften.
Add 1 teaspoon of sambar powder to the pan and sauté for 1 minute, stirring constantly, until the powder is fragrant.
Add 2 cups of water to the pan and bring to a boil, then reduce the heat to low and simmer for 10 minutes, or until the vegetables are tender.
Soak 1 small ball of tamarind in 1 cup of hot water for 10 minutes, then mash and strain the mixture to extract the tamarind juice.
Add the cooked pigeon peas, tamarind juice, and salt to taste to the pan, and simmer for another 5-7 minutes, or until the sambar thickens slightly.
Serve the sambar hot with rice or idlis."
Samosa,"Potatoes, green peas, garam masala, ginger, dough",vegetarian,30,30,60,Hard,spicy,snack,Kerala,South,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Tea_Time_Snacks/Samosas_Recipe_A_Spiced_Potato_Tea_Time_Snack-1.jpg,"Boil the potatoes until they are tender, then drain the water and let them cool.
Heat some oil in a pan over medium heat and sauté the grated ginger until fragrant.
Add the green peas to the pan and cook until they are tender, then set aside.
Mash the cooled potatoes in a bowl and add the cooked green peas, garam masala, and salt to taste, mixing well.
Divide the dough into small balls, about the size of a small egg.
Roll out each ball of dough into a thin circle, about 3-4 inches in diameter.
Place a tablespoon or two of the potato mixture in the center of each dough circle.
Fold the dough over the filling to form a triangle or cone shape, pressing the edges together to seal the samosa.
Heat oil in a deep frying pan over medium-high heat and fry the samosas until they are golden brown, turning occasionally.
Remove the samosas from the oil and drain on paper towels, serving hot."
Sandesh,"Milk, sugar, saffron, cardamom",vegetarian,30,20,50,Hard,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/sandesh-1.jpg,"Boil 1 liter of milk in a heavy-bottomed pan over medium heat, stirring occasionally, until it reduces to half its original volume.
Add 1 cup of sugar to the reduced milk and stir until it dissolves completely.
Remove the pan from the heat and let it cool slightly, until the mixture reaches a temperature of around 80°C to 90°C.
Add a few strands of saffron to the mixture and stir well to combine.
Cover the pan with a lid and let it sit for 10 to 15 minutes, allowing the saffron to infuse its flavor and color into the mixture.
Add 1/2 teaspoon of crushed cardamom to the mixture and stir well to combine.
Pour the mixture into a greased plate or tray and let it cool to room temperature.
Once the mixture has cooled and set, use a spatula or spoon to shape it into small squares or diamonds.
Serve the Sandesh chilled, garnished with a sprinkle of cardamom powder if desired."
Sandige,"Thin rice flakes, black sesame seeds, curry leaves",vegetarian,120,60,180,Hard,spicy,main course,Karnataka,South,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha-Kalluraya/Aralu_sandige__Puffed_paddy_Fryums_1600.jpg,"Heat a large pan over medium heat and add 1 tablespoon of oil to it.
Add 1/2 cup of black sesame seeds to the pan and roast them until they start to crackle and change color.
Add a few curry leaves to the pan and sauté them for a few seconds until they are fragrant.
Add 2 cups of thin rice flakes to the pan and stir well to combine with the sesame seeds and curry leaves.
Roast the rice flakes mixture for about 5 minutes, stirring frequently, until the flakes are lightly toasted and fragrant.
Remove the pan from the heat and let the mixture cool completely.
Once the mixture is cool, store it in an airtight container to preserve the flavors and aroma."
Sattu ki roti,"Sattu, atta, dough, filling, mustard oil",vegetarian,10,20,30,Medium,spicy,main course,Bihar,North,https://www.24mantra.com/wp-content/uploads/2020/07/besan_roti.jpg,"In a large mixing bowl, combine 2 cups of atta and 1 cup of sattu, mixing well until the sattu is evenly distributed.
Gradually add water to the bowl and knead the mixture into a soft dough, covering it with a damp cloth for 30 minutes.
Divide the dough into 6-8 equal portions, rolling each portion into a ball.
Roll out each ball into a thin circle, about 6-7 inches in diameter.
Place 1-2 tablespoons of the prepared filling in the center of each circle.
Fold the dough over the filling to form a triangle or square shape, pressing the edges together to seal the roti.
Heat a non-stick pan or griddle over medium heat, brushing it with a small amount of mustard oil.
Place a roti on the pan and cook for 1-2 minutes, until it starts to puff up and the edges start to curl.
Flip the roti and cook for another 1-2 minutes, until it's golden brown and crispy.
Serve the sattu ki roti hot with a dollop of ghee or a side of vegetables."
Sev khamani,"Khaman, pomegranate, sev, powdered sugar, garlic",vegetarian,20,30,50,Hard,spicy,main course,Gujarat,West,"https://cdn.tarladalal.com/members/9306/big/big_amiri_khaman,_gujarati_sev_khamani_recipe-14015.jpg?size=696X905","Crush the garlic into a fine paste using a mortar and pestle or a garlic press.
Mix the crushed garlic with 1-2 teaspoons of powdered sugar in a small bowl until well combined.
Cut the khaman into small cubes and place them in a large mixing bowl.
Add the garlic-sugar mixture to the khaman cubes and toss gently until the khaman is evenly coated.
Sprinkle a handful of sev over the khaman mixture and toss again until the sev is evenly distributed.
Cut the pomegranate into small arils and sprinkle them over the khaman mixture.
Toss the mixture gently one last time to combine all the ingredients.
Cover the bowl with plastic wrap and refrigerate for at least 30 minutes to allow the flavors to meld.
Serve the sev khamani chilled, garnished with additional sev and pomegranate arils if desired."
Sev tameta,"Sev, ginger, tomato, sugar",vegetarian,20,30,50,Hard,spicy,main course,Gujarat,West,https://www.vegrecipesofindia.com/wp-content/uploads/2014/12/sev-tameta-nu-shaak-recipe.jpg,"Heat a small amount of oil in a pan over medium heat.
Add grated ginger to the pan and sauté until it turns light brown.
Add diced tomatoes to the pan and sauté until they are soft and mushy.
Add a small amount of sugar to the pan and stir well.
Add sev to the pan and stir well to combine with the tomato mixture.
Cook for an additional 2-3 minutes, stirring constantly, until the sev is well coated with the tomato mixture.
Remove the pan from the heat and let it cool slightly before serving."
Sevai,"Sevai, parboiled rice, steamer",vegetarian,120,30,150,Hard,spicy,main course,Tamil Nadu,South,https://rakskitchen.net/wp-content/uploads/2013/11/10942710884_74fc10ab6c_z.jpg,"Rinse the parboiled rice thoroughly and soak it in water for at least 4 hours or overnight.
Drain the water and grind the soaked rice into a smooth paste using a grinder or blender.
Transfer the rice paste to a bowl and knead it well until it becomes a smooth dough.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small portions and shape each portion into a long, thin rope-like structure.
Place the Sevai maker or a steamer with a Sevai attachment on the stove over medium heat.
Place a portion of the dough rope into the Sevai maker or steamer and press it through the holes to form long, thin noodles.
Collect the Sevai noodles in a colander or strainer and repeat the process with the remaining dough portions.
Steam the Sevai noodles in the steamer for 10-15 minutes or until they are cooked through and fluffy.
Remove the Sevai from the steamer and let it cool completely before serving."
Shahi paneer,"Cottage cheese, malai, garam masala, ginger, tomato",vegetarian,20,40,60,Hard,spicy,main course,Punjab,North,https://www.vegrecipesofindia.com/wp-content/uploads/2013/06/shahi-paneer-1-1-1152x1536.jpg,"Cut the cottage cheese into small cubes and soak them in lukewarm water for 10-15 minutes to make them soft and tender.
Drain the water and squeeze out the excess water from the cottage cheese cubes.
Heat 2 tablespoons of malai in a pan over medium heat until it starts to melt and turn light brown.
Add 1-inch piece of grated ginger to the pan and sauté for 1 minute until fragrant.
Add 1 medium-sized chopped tomato to the pan and sauté for 2-3 minutes until it turns soft and mushy.
Add 1 teaspoon of garam masala powder to the pan and sauté for another minute, stirring constantly.
Add the cottage cheese cubes to the pan and stir gently to combine with the tomato-ginger mixture.
Cook for 5-7 minutes, stirring occasionally, until the cottage cheese is fully coated with the masala and the mixture thickens slightly.
Season with salt to taste, then reduce the heat to low and simmer for 2-3 minutes.
Serve the Shahi paneer hot, garnished with chopped fresh cilantro or mint leaves if desired."
Shahi tukra,"Rose water, milk, white bread slices, saffron, almonds",vegetarian,10,30,40,Medium,sweet,dessert,Telangana,South,https://www.crazymasalafood.com/wp-content/images/shahi-tukda.jpg,"Slice the white bread into 1-inch thick pieces and toast them until lightly browned.
In a large saucepan, combine 2 cups of milk, 1/4 teaspoon of saffron threads, and 1 tablespoon of rose water, and bring to a boil.
Reduce the heat to low and let the milk simmer for 10-15 minutes, or until it thickens slightly and the flavors are well combined.
Remove the saucepan from the heat and let the milk mixture cool to room temperature.
Dip each toasted bread slice into the cooled milk mixture, coating both sides evenly.
Place the coated bread slices on a serving plate or tray.
Sprinkle sliced almonds over the bread slices.
Drizzle the remaining milk mixture over the bread slices, making sure they are well coated.
Refrigerate the Shahi tukra for at least 30 minutes to allow the flavors to meld together.
Serve the Shahi tukra chilled, garnished with additional sliced almonds if desired."
Shankarpali,"Sugar, ghee, maida flour, semolina",vegetarian,10,35,45,Hard,sweet,dessert,Maharashtra,West,https://www.crazymasalafood.com/wp-content/images/shankerpali.jpg,"In a large mixing bowl, combine 1 cup of maida flour and 1/2 cup of semolina and mix well.
Add 1/4 cup of ghee to the flour mixture and mix until the mixture resembles coarse crumbs.
Gradually add 1/2 cup of sugar to the mixture and mix until it forms a smooth dough.
Knead the dough for 5-7 minutes until it becomes soft and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Roll out each ball into a thin circle, about 3-4 inches in diameter.
Heat enough ghee in a deep frying pan over medium heat to deep-fry the circles.
When the ghee is hot, add a few circles to the pan (do not overcrowd) and fry until they are golden brown.
Remove the fried circles from the oil and place them on a paper towel-lined plate to drain excess oil.
Repeat the frying process with the remaining dough circles.
Let the fried circles cool completely before storing them in an airtight container."
Sheer korma,"Vermicelli pudding, milk",vegetarian,10,20,30,Medium,sweet,dessert,Telangana,South,https://www.crazymasalafood.com/wp-content/images/20-most-loved-mughlai-dishes-in-india/sheer-khurma.jpg,"Begin by heating 1 cup of milk in a saucepan over medium heat until it starts to simmer.
Add 1/2 cup of vermicelli pudding to the milk and stir gently to combine.
Reduce the heat to low and cook for 5-7 minutes, or until the vermicelli is fully cooked and the mixture has thickened.
Remove the saucepan from the heat and let it cool slightly.
Stir the sheer korma gently to redistribute the vermicelli and create a smooth consistency.
Serve the sheer korma warm or chilled, garnished with a sprinkle of cardamom powder or chopped nuts if desired."
Sheera,"Semolina, ghee, nuts, milk",vegetarian,10,25,35,Medium,sweet,dessert,Maharashtra,West,https://www.crazymasalafood.com/wp-content/images/sheera.jpg,"Heat 2 tablespoons of ghee in a large pan over medium heat.
Add 1 cup of semolina to the pan and roast it until it turns light golden brown, stirring constantly.
Add 1 cup of chopped nuts to the pan and roast for another minute, stirring constantly.
Add 2 cups of milk to the pan and stir well to combine with the semolina and nuts.
Bring the mixture to a boil, then reduce the heat to low and simmer for 5-7 minutes, stirring frequently, until the mixture thickens and the semolina is fully cooked.
Remove the pan from the heat and let it cool slightly.
Add 1 tablespoon of ghee to the pan and mix well to combine.
Serve the sheera warm or at room temperature."
Shrikhand,"Curd, sugar, saffron, cardamom",vegetarian,10,15,25,Medium,sweet,dessert,Maharashtra,West,https://www.crazymasalafood.com/wp-content/images/shrikhand-1.jpg,"Hang the curd in a muslin cloth or a cheesecloth over a bowl for 2-3 hours to drain out the excess water.
Once the curd has thickened, transfer it to a mixing bowl and add the sugar.
Mix the curd and sugar until the sugar is fully dissolved and the mixture is smooth.
Soak a few strands of saffron in 1 tablespoon of hot water and let it infuse for a few minutes.
Add the saffron-infused water to the curd mixture and mix well.
Add the cardamom powder to the mixture and mix until well combined.
Refrigerate the mixture for at least 30 minutes to allow the flavors to meld together.
Serve the Shrikhand chilled, garnished with a few strands of saffron and a sprinkle of cardamom powder if desired."
Shufta,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",vegetarian,15,15,30,Medium,sweet,dessert,Jammu & Kashmir,North,https://crazymasalafood.com/wp-content/images/top-21-must-have-dishes-of-jammu-and-kashmir/shufta.jpg.webp,"Soak the dried rose petals in 1 cup of warm water for 10-15 minutes or until they soften and release their color and fragrance.
Drain the rose petals and blend them with 1/2 cup of water to make a smooth paste.
Crumble the cottage cheese into a mixing bowl and add the rose petal paste, mixing well until the cheese is evenly coated.
Chop the dried dates into small pieces and add them to the cottage cheese mixture, mixing until they are evenly distributed.
Chop the pistachio and badam into small pieces and add them to the cottage cheese mixture, mixing until they are evenly distributed.
Cover the bowl with plastic wrap and refrigerate the mixture for at least 30 minutes to allow the flavors to meld.
After 30 minutes, remove the bowl from the refrigerator and give the mixture a good stir.
Serve the Shufta chilled, garnished with additional dried rose petals and chopped nuts if desired."
Shukto,"Green beans, bitter gourd, ridge gourd, banana, brinjal",vegetarian,10,20,30,Medium,spicy,main course,West Bengal,East,https://kitchenofdebjani.com/wp-content/uploads/2022/08/Bengali-Shukto-Recipe-Debjanir-Rannaghar-1024x1024.jpg,"Cut the bitter gourd, ridge gourd, and brinjal into 1-inch cubes and soak them in salt water for 30 minutes to remove bitterness.
Drain the soaked vegetables and wash them thoroughly under running water to remove excess salt.
Heat 2 tablespoons of oil in a pan over medium heat and sauté the bitter gourd, ridge gourd, and brinjal until they are lightly browned.
Add 1 teaspoon of turmeric powder and 1 teaspoon of salt to the pan and mix well.
Cut the green beans into 1-inch pieces and add them to the pan, stirring well to combine with the other vegetables.
Peel the banana and cut it into 1-inch pieces, then add them to the pan, stirring gently to combine.
Add 1 cup of water to the pan and bring the mixture to a boil.
Reduce the heat to low and simmer the mixture, covered, for 20-25 minutes or until the vegetables are tender.
Serve the Shukto hot, garnished with a sprinkle of mustard seeds and a dollop of ghee, if desired."
Singori,"Khoa, coconut, molu leaf",vegetarian,10,20,30,Medium,sweet,dessert,Uttarakhand,North,https://www.crazymasalafood.com/wp-content/images/singori.jpg,"Boil water in a large pan and add a few fresh molu leaves to it, letting them simmer for 5-7 minutes or until they become soft and pliable.
Remove the molu leaves from the water, let them cool, and then cut them into smaller pieces, discarding the stems.
In a separate pan, heat 1-2 tablespoons of ghee over medium heat and add the cut molu leaves, sautéing them until they are crispy and fragrant.
In a large mixing bowl, crumble 1-2 cups of khoa into small pieces, depending on the desired consistency of the singori.
Add the sautéed molu leaves to the crumbled khoa and mix well, breaking down any lumps with your fingers or a spoon.
Grate 1/2 cup of fresh coconut and add it to the khoa mixture, mixing until everything is well combined.
Shape the mixture into small, round balls, applying gentle pressure to bind them together.
Serve the singori at room temperature or refrigerate them for later use."
Sohan halwa,"Corn flour, ghee, dry fruits",vegetarian,10,60,70,Hard,sweet,dessert,Uttar Pradesh,North,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Sohan_Halwa.JPG/300px-Sohan_Halwa.JPG,"Heat 2 tablespoons of ghee in a deep-bottomed pan over medium heat.
Add 1 tablespoon of corn flour to the pan and roast until it turns light golden brown, stirring constantly.
Add 1 cup of water to the pan and stir well to avoid lumps.
Cook the mixture for 10-12 minutes or until it thickens, stirring frequently.
Add 1 tablespoon of ghee to the pan and stir well to combine.
Add 1/2 cup of chopped dry fruits (such as almonds, pistachios, and cashews) to the pan and stir well to combine.
Cook for an additional 2-3 minutes or until the halwa is smooth and shiny.
Remove the pan from the heat and let the Sohan halwa cool slightly before serving."
Sohan papdi,"Gram flour, ghee, sugar, milk, cardamom",vegetarian,15,60,75,Hard,sweet,dessert,Maharashtra,West,https://www.crazymasalafood.com/wp-content/images/sohanpapdi.jpg,"In a large mixing bowl, combine 1 cup of gram flour and 1/2 cup of ghee, mixing until the gram flour is well coated with ghee.
Add 1 cup of sugar to the bowl and mix until the sugar is evenly distributed throughout the gram flour mixture.
Gradually add 1/2 cup of milk to the bowl, mixing until a smooth dough forms.
Knead the dough for 5-7 minutes until it becomes soft and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Heat a non-stick pan over medium heat and add 1 tablespoon of ghee to it.
Place a few balls of dough in the pan and flatten them slightly into thin circles.
Cook the papdi for 2-3 minutes on each side, until they are golden brown and crispy.
Remove the papdi from the pan and place them on a paper towel-lined plate to drain excess ghee.
Repeat the process with the remaining dough balls.
Once all the papdi are cooked, crush 1-2 cardamom pods in a mortar and pestle to release their seeds and powder.
Sprinkle the cardamom powder over the warm papdi and serve."
Sukhdi,"Whole wheat flour, gur, clarified butter",vegetarian,10,20,30,Medium,sweet,dessert,Maharashtra,West,https://www.crazymasalafood.com/wp-content/images/sukhdi-1.jpg,"In a large mixing bowl, combine 2 cups of whole wheat flour and 1/2 cup of crushed gur.
Mix the flour and gur mixture well until the gur is evenly distributed throughout the flour.
Add 1/4 cup of clarified butter to the flour mixture and mix until the mixture resembles coarse crumbs.
Gradually add a small amount of lukewarm water to the mixture and mix until a dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a round ball.
Flatten each ball into a thin circle, about 3-4 inches in diameter.
Heat a non-stick pan or griddle over medium heat and cook the sukhdi for 30-45 seconds on each side, until it is golden brown.
Repeat the cooking process with the remaining dough portions.
Serve the sukhdi warm or at room temperature."
Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",vegetarian,60,10,70,Hard,spicy,snack,Maharashtra,West,https://i0.wp.com/konkanikhanna.com/wp-content/uploads/2020/01/maxresdefault-1.jpg?fit=768%2C432&ssl=1,"Soak 1 cup of raw rice in water for at least 4 hours or overnight, then drain the water and grind it into a fine paste.
In a large mixing bowl, combine 2 cups of rice flakes, 1/2 cup of grated coconut, and 1/4 cup of jaggery powder.
Add the ground raw rice paste to the mixing bowl and mix well until everything is fully incorporated.
Gradually add 1 cup of yogurt to the mixture and mix until a thick dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small portions, shape each portion into a round ball, and flatten it slightly into a disk shape.
Heat a non-stick pan or griddle over medium heat and cook the Surnoli disks for 2-3 minutes on each side, until they are golden brown and crispy.
Repeat the cooking process with the remaining dough portions.
Serve the Surnoli warm or at room temperature with your favorite chutney or accompaniment."
